name,proc_id,njss_url,address,categories,open_count,total_count,result_count
環境省(MOE),755,https://www2.njss.info/organizations/proc/755,東京都,国・省庁|環境省,212,38492,29930
滋賀県庁,1692,https://www2.njss.info/organizations/proc/1692,滋賀県,地方公共団体|都道府県庁,212,129904,109293
福井県庁,1578,https://www2.njss.info/organizations/proc/1578,福井県,地方公共団体|都道府県庁,209,129337,118334
福岡市役所,1712,https://www2.njss.info/organizations/proc/1712,福岡県,地方公共団体|市区町村役所,207,83798,72231
防衛省(MOD) 陸上自衛隊 中部方面隊 中部方面会計隊,22,https://www2.njss.info/organizations/proc/22,兵庫県,国・省庁|防衛省|陸上自衛隊,206,75303,13990
内閣府(CAO) 国家公安委員会 警察庁,350,https://www2.njss.info/organizations/proc/350,東京都,国・省庁|内閣府|警察庁,202,17607,12012
佐賀県庁,1700,https://www2.njss.info/organizations/proc/1700,佐賀県,地方公共団体|都道府県庁,201,67026,50672
高知県庁 土木部,7750,https://www2.njss.info/organizations/proc/7750,高知県,地方公共団体|都道府県庁,198,7597,5377
日本年金機構(JPS),1676,https://www2.njss.info/organizations/proc/1676,東京都,国・省庁|外郭団体等|認可法人|その他認可法人,194,63411,42002
防衛省(MOD) 航空自衛隊 第4補給処,57,https://www2.njss.info/organizations/proc/57,埼玉県,国・省庁|防衛省|航空自衛隊,193,43371,33599
農林水産省(MAFF) 林野庁(FA) 九州森林管理局,1333,https://www2.njss.info/organizations/proc/1333,熊本県,国・省庁|農林水産省|林野庁,193,17725,9206
農林水産省(MAFF) 林野庁(FA) 関東森林管理局,270,https://www2.njss.info/organizations/proc/270,群馬県,国・省庁|農林水産省|林野庁,190,31229,17680
防衛省(MOD) 航空自衛隊 第3補給処,56,https://www2.njss.info/organizations/proc/56,埼玉県,国・省庁|防衛省|航空自衛隊,184,37952,30766
大分県庁,1643,https://www2.njss.info/organizations/proc/1643,大分県,地方公共団体|都道府県庁,184,99283,90596
国土交通省(MLIT) 北陸地方整備局,502,https://www2.njss.info/organizations/proc/502,新潟県,国・省庁|国土交通省|整備局,180,43708,39016
栃木県庁,1639,https://www2.njss.info/organizations/proc/1639,栃木県,地方公共団体|都道府県庁,178,83178,74138
札幌市役所,1704,https://www2.njss.info/organizations/proc/1704,北海道,地方公共団体|市区町村役所,176,29301,26015
下関市役所,1740,https://www2.njss.info/organizations/proc/1740,山口県,地方公共団体|市区町村役所,176,79304,51832
長野市役所,1726,https://www2.njss.info/organizations/proc/1726,長野県,地方公共団体|市区町村役所,174,93913,77359
国土交通省(MLIT) 四国地方整備局,499,https://www2.njss.info/organizations/proc/499,香川県,国・省庁|国土交通省|整備局,173,34061,29731
呉市役所,1772,https://www2.njss.info/organizations/proc/1772,広島県,地方公共団体|市区町村役所,172,132723,112849
富山県庁,1679,https://www2.njss.info/organizations/proc/1679,富山県,地方公共団体|都道府県庁,171,74639,60070
香川県庁,1696,https://www2.njss.info/organizations/proc/1696,香川県,地方公共団体|都道府県庁,170,154909,130771
総務省(MIC),384,https://www2.njss.info/organizations/proc/384,東京都,国・省庁|総務省,168,24265,18363
国土交通省(MLIT) 海上保安庁 第八管区,529,https://www2.njss.info/organizations/proc/529,京都府,国・省庁|国土交通省|海上保安庁,168,4003,2573
厚生労働省(MHLW),716,https://www2.njss.info/organizations/proc/716,東京都,国・省庁|厚生労働省,168,61609,48036
防衛省(MOD) 陸上自衛隊 補給本部,18,https://www2.njss.info/organizations/proc/18,東京都,国・省庁|防衛省|陸上自衛隊,166,54424,46812
日本放送協会(NHK),1298,https://www2.njss.info/organizations/proc/1298,東京都,国・省庁|外郭団体等|その他法人,158,172486,170393
福山市役所,1739,https://www2.njss.info/organizations/proc/1739,広島県,地方公共団体|市区町村役所,155,88594,65643
日本下水道事業団,551,https://www2.njss.info/organizations/proc/551,東京都,国・省庁|外郭団体等|認可法人|その他認可法人,154,23192,17751
防衛省(MOD) 陸上自衛隊 北部方面隊 北部方面会計隊,9,https://www2.njss.info/organizations/proc/9,北海道,国・省庁|防衛省|陸上自衛隊,152,64515,30765
奈良県庁,1641,https://www2.njss.info/organizations/proc/1641,奈良県,地方公共団体|都道府県庁,149,71289,57849
岡山市役所,1709,https://www2.njss.info/organizations/proc/1709,岡山県,地方公共団体|市区町村役所,148,110432,101909
大垣市役所,4725,https://www2.njss.info/organizations/proc/4725,岐阜県,地方公共団体|市区町村役所,145,16726,15866
防衛省(MOD),1095,https://www2.njss.info/organizations/proc/1095,東京都,国・省庁|防衛省,143,16157,11083
兵庫県庁,1583,https://www2.njss.info/organizations/proc/1583,兵庫県,地方公共団体|都道府県庁,143,67402,58055
産業技術総合研究所(AIST/産総研),719,https://www2.njss.info/organizations/proc/719,茨城県,国・省庁|外郭団体等|認可法人|独立行政法人,141,69877,56175
広島市役所,1710,https://www2.njss.info/organizations/proc/1710,広島県,地方公共団体|市区町村役所,136,88458,75640
新潟市役所,1673,https://www2.njss.info/organizations/proc/1673,新潟県,地方公共団体|市区町村役所,135,49175,46094
川崎市役所,1654,https://www2.njss.info/organizations/proc/1654,神奈川県,地方公共団体|市区町村役所,133,110852,105057
堺市役所,1708,https://www2.njss.info/organizations/proc/1708,大阪府,地方公共団体|市区町村役所,132,122052,116629
洲本市役所,5592,https://www2.njss.info/organizations/proc/5592,兵庫県,地方公共団体|市区町村役所,129,2158,1744
豊田市役所,1729,https://www2.njss.info/organizations/proc/1729,愛知県,地方公共団体|市区町村役所,128,43349,36494
川口市役所,1781,https://www2.njss.info/organizations/proc/1781,埼玉県,地方公共団体|市区町村役所,127,21933,18663
量子科学技術研究開発機構(QST),231,https://www2.njss.info/organizations/proc/231,千葉県,国・省庁|外郭団体等|認可法人|独立行政法人,126,21064,18172
太宰府市役所,4848,https://www2.njss.info/organizations/proc/4848,福岡県,地方公共団体|市区町村役所,125,2900,2437
防衛省(MOD) 海上自衛隊 補給本部,83,https://www2.njss.info/organizations/proc/83,東京都,国・省庁|防衛省|海上自衛隊,124,25566,10970
金沢市役所,1725,https://www2.njss.info/organizations/proc/1725,石川県,地方公共団体|市区町村役所,124,26135,17228
国土交通省(MLIT) 北海道開発局 帯広開発建設部,520,https://www2.njss.info/organizations/proc/520,北海道,国・省庁|国土交通省|その他国土交通省,122,16278,10122
千葉市役所,1656,https://www2.njss.info/organizations/proc/1656,千葉県,地方公共団体|市区町村役所,121,51130,38413
長崎県庁,1701,https://www2.njss.info/organizations/proc/1701,長崎県,地方公共団体|都道府県庁,121,45237,40117
農林水産省(MAFF) 林野庁(FA) 中部森林管理局,268,https://www2.njss.info/organizations/proc/268,長野県,国・省庁|農林水産省|林野庁,120,23283,12773
防衛省(MOD) 陸上自衛隊 西部方面隊 西部方面会計隊,24,https://www2.njss.info/organizations/proc/24,熊本県,国・省庁|防衛省|陸上自衛隊,118,52864,15223
情報通信研究機構(NICT),362,https://www2.njss.info/organizations/proc/362,東京都,国・省庁|外郭団体等|認可法人|独立行政法人,117,30560,21587
杉並区役所,1818,https://www2.njss.info/organizations/proc/1818,東京都,地方公共団体|市区町村役所,117,36316,34891
大田区役所,1804,https://www2.njss.info/organizations/proc/1804,東京都,地方公共団体|市区町村役所,116,19896,16717
松江市役所,4744,https://www2.njss.info/organizations/proc/4744,島根県,地方公共団体|市区町村役所,114,28449,15364
芦屋市役所,4874,https://www2.njss.info/organizations/proc/4874,兵庫県,地方公共団体|市区町村役所,112,6080,3440
相模原市役所,1723,https://www2.njss.info/organizations/proc/1723,神奈川県,地方公共団体|市区町村役所,111,49531,46678
防衛省(MOD) 航空自衛隊 第2補給処,55,https://www2.njss.info/organizations/proc/55,岐阜県,国・省庁|防衛省|航空自衛隊,109,95287,44756
国土交通省(MLIT) 海上保安庁,552,https://www2.njss.info/organizations/proc/552,東京都,国・省庁|国土交通省|海上保安庁,109,26574,19147
国土交通省(MLIT) 北海道開発局 函館開発建設部,4587,https://www2.njss.info/organizations/proc/4587,北海道,国・省庁|国土交通省|その他国土交通省,108,12498,7543
前橋市役所,1720,https://www2.njss.info/organizations/proc/1720,群馬県,地方公共団体|市区町村役所,107,26367,16406
農林水産省(MAFF) 林野庁(FA) 東北森林管理局,274,https://www2.njss.info/organizations/proc/274,秋田県,国・省庁|農林水産省|林野庁,106,27508,15631
京都市役所 上下水道局,4198,https://www2.njss.info/organizations/proc/4198,京都府,地方公共団体|市区町村役所,106,37544,23748
和歌山市役所,1737,https://www2.njss.info/organizations/proc/1737,和歌山県,地方公共団体|市区町村役所,105,14620,9108
鹿児島市役所,1777,https://www2.njss.info/organizations/proc/1777,鹿児島県,地方公共団体|市区町村役所,105,36277,27152
世田谷区役所,1805,https://www2.njss.info/organizations/proc/1805,東京都,地方公共団体|市区町村役所,105,45661,43522
国土交通省(MLIT) 海上保安庁 第七管区,528,https://www2.njss.info/organizations/proc/528,福岡県,国・省庁|国土交通省|海上保安庁,104,6402,5389
北九州市役所,1711,https://www2.njss.info/organizations/proc/1711,福岡県,地方公共団体|市区町村役所,104,65325,59727
大分市役所,1746,https://www2.njss.info/organizations/proc/1746,大分県,地方公共団体|市区町村役所,103,35378,32374
高崎市役所,1749,https://www2.njss.info/organizations/proc/1749,群馬県,地方公共団体|市区町村役所,102,16102,13696
宇宙航空研究開発機構(JAXA),216,https://www2.njss.info/organizations/proc/216,東京都,国・省庁|文部科学省|その他文部科学省,101,53306,47463
農林水産省(MAFF) 林野庁(FA) 北海道森林管理局,269,https://www2.njss.info/organizations/proc/269,北海道,国・省庁|農林水産省|林野庁,101,21805,13094
財務省(MOF) 関東財務局,416,https://www2.njss.info/organizations/proc/416,埼玉県,国・省庁|財務省|財務局,101,14470,7874
防衛省(MOD) 陸上自衛隊 東北方面隊 東北方面会計隊,10,https://www2.njss.info/organizations/proc/10,宮城県,国・省庁|防衛省|陸上自衛隊,100,53593,25531
福島県庁 農林水産部,5560,https://www2.njss.info/organizations/proc/5560,福島県,地方公共団体|都道府県庁,96,3783,2880
福井市役所,1785,https://www2.njss.info/organizations/proc/1785,福井県,地方公共団体|市区町村役所,95,17613,15245
長崎市役所,1744,https://www2.njss.info/organizations/proc/1744,長崎県,地方公共団体|市区町村役所,94,45924,40069
いわき市役所,1719,https://www2.njss.info/organizations/proc/1719,福島県,地方公共団体|市区町村役所,93,13262,11420
船橋市役所,1722,https://www2.njss.info/organizations/proc/1722,千葉県,地方公共団体|市区町村役所,90,33141,31199
国土交通省(MLIT) 北海道開発局 網走開発建設部,519,https://www2.njss.info/organizations/proc/519,北海道,国・省庁|国土交通省|その他国土交通省,89,15455,9902
八代市役所,4757,https://www2.njss.info/organizations/proc/4757,熊本県,地方公共団体|市区町村役所,89,12245,10667
経済産業省(METI),738,https://www2.njss.info/organizations/proc/738,東京都,国・省庁|経済産業省,87,27847,16460
品川区役所,1802,https://www2.njss.info/organizations/proc/1802,東京都,地方公共団体|市区町村役所,87,12771,10998
市原市役所,4566,https://www2.njss.info/organizations/proc/4566,千葉県,地方公共団体|市区町村役所,87,16298,13730
最高裁判所,4,https://www2.njss.info/organizations/proc/4,東京都,国・省庁|裁判所,86,36330,26374
港区役所,1793,https://www2.njss.info/organizations/proc/1793,東京都,地方公共団体|市区町村役所,86,32442,30083
国土交通省(MLIT) 北海道開発局 室蘭開発建設部,4588,https://www2.njss.info/organizations/proc/4588,北海道,国・省庁|国土交通省|その他国土交通省,86,18067,10553
成田市役所,4658,https://www2.njss.info/organizations/proc/4658,千葉県,地方公共団体|市区町村役所,86,17793,11694
国土交通省(MLIT) 北海道開発局,4584,https://www2.njss.info/organizations/proc/4584,北海道,国・省庁|国土交通省|その他国土交通省,85,14785,10023
一宮市役所,1761,https://www2.njss.info/organizations/proc/1761,愛知県,地方公共団体|市区町村役所,83,32065,29784
東北大学,4766,https://www2.njss.info/organizations/proc/4766,宮城県,国・省庁|文部科学省|国公立大学,83,15260,11634
伊賀市役所,4894,https://www2.njss.info/organizations/proc/4894,三重県,地方公共団体|市区町村役所,83,12980,12062
防衛省(MOD) 北関東防衛局,29,https://www2.njss.info/organizations/proc/29,埼玉県,国・省庁|防衛省|その他防衛省,82,6581,4815
国土交通省(MLIT) 東京航空局,509,https://www2.njss.info/organizations/proc/509,東京都,国・省庁|国土交通省|航空局,82,23974,13371
つくば市役所,1748,https://www2.njss.info/organizations/proc/1748,茨城県,地方公共団体|市区町村役所,82,14849,13395
国土交通省(MLIT) 北海道開発局 釧路開発建設部,4591,https://www2.njss.info/organizations/proc/4591,北海道,国・省庁|国土交通省|その他国土交通省,82,12853,8464
理化学研究所,236,https://www2.njss.info/organizations/proc/236,埼玉県,国・省庁|外郭団体等|認可法人|独立行政法人,81,25191,22912
中野区役所,1817,https://www2.njss.info/organizations/proc/1817,東京都,地方公共団体|市区町村役所,81,16477,14800
板橋区役所,1848,https://www2.njss.info/organizations/proc/1848,東京都,地方公共団体|市区町村役所,81,18978,17046
農林水産省(MAFF) 九州農政局,280,https://www2.njss.info/organizations/proc/280,熊本県,国・省庁|農林水産省|農政局,80,11806,9265
内閣府(CAO),358,https://www2.njss.info/organizations/proc/358,東京都,国・省庁|内閣府,80,28907,21394
法務省(MOJ) 矯正局,1566,https://www2.njss.info/organizations/proc/1566,東京都,国・省庁|法務省|矯正局,79,39875,9209
日本銀行(BOJ),1,https://www2.njss.info/organizations/proc/1,東京都,国・省庁|その他国・省庁|日本銀行,77,32066,24851
防衛省(MOD) 沖縄防衛局,34,https://www2.njss.info/organizations/proc/34,沖縄県,国・省庁|防衛省|その他防衛省,77,7610,6469
最高裁判所 東京高等裁判所 横浜地方裁判所,3930,https://www2.njss.info/organizations/proc/3930,神奈川県,国・省庁|裁判所,77,14503,10400
見附市役所,5683,https://www2.njss.info/organizations/proc/5683,新潟県,地方公共団体|市区町村役所,77,3241,2774
大阪府警察本部,326,https://www2.njss.info/organizations/proc/326,大阪府,地方公共団体|県庁関連団体,75,22385,19408
太田市役所,1751,https://www2.njss.info/organizations/proc/1751,群馬県,地方公共団体|市区町村役所,75,10207,9275
富士市役所,1760,https://www2.njss.info/organizations/proc/1760,静岡県,地方公共団体|市区町村役所,75,23149,18836
江東区役所,1801,https://www2.njss.info/organizations/proc/1801,東京都,地方公共団体|市区町村役所,75,21979,21026
東京都住宅供給公社,4645,https://www2.njss.info/organizations/proc/4645,東京都,地方公共団体|外郭団体等|公益法人|地方住宅供給公社,75,14131,10626
奈良市役所,1736,https://www2.njss.info/organizations/proc/1736,奈良県,地方公共団体|市区町村役所,74,13557,10776
旭川市役所,1714,https://www2.njss.info/organizations/proc/1714,北海道,地方公共団体|市区町村役所,73,37082,35317
岡崎市役所,1730,https://www2.njss.info/organizations/proc/1730,愛知県,地方公共団体|市区町村役所,73,31827,30108
倉敷市役所,1738,https://www2.njss.info/organizations/proc/1738,岡山県,地方公共団体|市区町村役所,73,33498,29012
宮崎市役所,1776,https://www2.njss.info/organizations/proc/1776,宮崎県,地方公共団体|市区町村役所,72,20984,18242
防衛省(MOD) 中国四国防衛局,4511,https://www2.njss.info/organizations/proc/4511,広島県,国・省庁|防衛省|その他防衛省,71,4671,3785
福島市役所,4573,https://www2.njss.info/organizations/proc/4573,福島県,地方公共団体|市区町村役所,71,21503,19246
国土交通省(MLIT) 国土技術政策総合研究所 つくば庁舎,507,https://www2.njss.info/organizations/proc/507,茨城県,国・省庁|国土交通省|その他国土交通省,70,6914,5008
松本市役所,1758,https://www2.njss.info/organizations/proc/1758,長野県,地方公共団体|市区町村役所,70,6699,5522
壱岐市役所,6095,https://www2.njss.info/organizations/proc/6095,長崎県,地方公共団体|市区町村役所,70,5310,3779
国土交通省(MLIT) 海上保安庁 第五管区,526,https://www2.njss.info/organizations/proc/526,兵庫県,国・省庁|国土交通省|海上保安庁,69,4609,3530
北区役所,1820,https://www2.njss.info/organizations/proc/1820,東京都,地方公共団体|市区町村役所,69,40430,35737
国土交通省(MLIT) 北海道開発局 小樽開発建設部,4586,https://www2.njss.info/organizations/proc/4586,北海道,国・省庁|国土交通省|その他国土交通省,69,8674,6039
国土交通省(MLIT) 航空局,7274,https://www2.njss.info/organizations/proc/7274,東京都,国・省庁|国土交通省|航空局,69,8226,4945
内閣府(CAO) 沖縄総合事務局,422,https://www2.njss.info/organizations/proc/422,沖縄県,国・省庁|内閣府|その他内閣府,68,16885,9395
富山市役所,1724,https://www2.njss.info/organizations/proc/1724,富山県,地方公共団体|市区町村役所,68,37559,26518
岐阜市役所,1727,https://www2.njss.info/organizations/proc/1727,岐阜県,地方公共団体|市区町村役所,68,70586,63401
国土交通省(MLIT) 国土地理院,547,https://www2.njss.info/organizations/proc/547,茨城県,国・省庁|国土交通省|その他国土交通省,67,12999,7252
外務省(MOFA),759,https://www2.njss.info/organizations/proc/759,東京都,国・省庁|外務省,67,35270,32521
函館市役所,1713,https://www2.njss.info/organizations/proc/1713,北海道,地方公共団体|市区町村役所,67,8037,5239
春日部市役所,1753,https://www2.njss.info/organizations/proc/1753,埼玉県,地方公共団体|市区町村役所,67,8665,6603
那覇市役所,4370,https://www2.njss.info/organizations/proc/4370,沖縄県,地方公共団体|市区町村役所,67,8688,5459
南アルプス市役所,4977,https://www2.njss.info/organizations/proc/4977,山梨県,地方公共団体|市区町村役所,67,8488,8031
熊谷市役所,1780,https://www2.njss.info/organizations/proc/1780,埼玉県,地方公共団体|市区町村役所,66,8698,7263
尾道市役所,4680,https://www2.njss.info/organizations/proc/4680,広島県,地方公共団体|市区町村役所,66,15248,13130
吹田市役所,1788,https://www2.njss.info/organizations/proc/1788,大阪府,地方公共団体|市区町村役所,65,14976,13139
最高裁判所 東京高等裁判所 宇都宮地方裁判所,3934,https://www2.njss.info/organizations/proc/3934,栃木県,国・省庁|裁判所,65,5655,3298
輪島市役所,5694,https://www2.njss.info/organizations/proc/5694,石川県,地方公共団体|市区町村役所,65,5559,4330
国土交通省(MLIT) 海上保安庁 第三管区,524,https://www2.njss.info/organizations/proc/524,神奈川県,国・省庁|国土交通省|海上保安庁,64,6500,5108
宝塚市役所,1770,https://www2.njss.info/organizations/proc/1770,兵庫県,地方公共団体|市区町村役所,64,13990,12304
鳥取市役所,1771,https://www2.njss.info/organizations/proc/1771,鳥取県,地方公共団体|市区町村役所,64,15193,11692
足利市役所,4703,https://www2.njss.info/organizations/proc/4703,栃木県,地方公共団体|市区町村役所,64,7470,6721
日本中央競馬会(JRA),1104,https://www2.njss.info/organizations/proc/1104,東京都,国・省庁|外郭団体等|その他法人,63,33512,30599
安城市役所,4625,https://www2.njss.info/organizations/proc/4625,愛知県,地方公共団体|市区町村役所,63,30268,25802
防衛省(MOD) 東北防衛局,28,https://www2.njss.info/organizations/proc/28,宮城県,国・省庁|防衛省|その他防衛省,62,4572,3603
国立がん研究センター,689,https://www2.njss.info/organizations/proc/689,東京都,国・省庁|外郭団体等|認可法人|独立行政法人,62,12689,9655
久留米市役所,1743,https://www2.njss.info/organizations/proc/1743,福岡県,地方公共団体|市区町村役所,62,16179,13904
最高裁判所 東京高等裁判所 さいたま地方裁判所,3931,https://www2.njss.info/organizations/proc/3931,埼玉県,国・省庁|裁判所,62,12996,9881
最高裁判所 大阪高等裁判所 大阪地方裁判所,3941,https://www2.njss.info/organizations/proc/3941,大阪府,国・省庁|裁判所,62,22894,19875
大阪広域水道企業団,4610,https://www2.njss.info/organizations/proc/4610,大阪府,地方公共団体|県庁関連団体,62,12066,10632
防衛省(MOD) 情報本部,92,https://www2.njss.info/organizations/proc/92,東京都,国・省庁|防衛省|その他防衛省,61,6980,3718
最高裁判所 東京高等裁判所 新潟地方裁判所,3939,https://www2.njss.info/organizations/proc/3939,新潟県,国・省庁|裁判所,61,9258,4870
東海国立大学機構 名古屋大学,4768,https://www2.njss.info/organizations/proc/4768,愛知県,国・省庁|文部科学省|国公立大学,61,11417,2454
国土交通省(MLIT) 海上保安庁 第六管区,527,https://www2.njss.info/organizations/proc/527,広島県,国・省庁|国土交通省|海上保安庁,60,3714,3171
上越市役所,1784,https://www2.njss.info/organizations/proc/1784,新潟県,地方公共団体|市区町村役所,60,25541,23843
荒川区役所,1821,https://www2.njss.info/organizations/proc/1821,東京都,地方公共団体|市区町村役所,60,15006,14241
今治市役所,4752,https://www2.njss.info/organizations/proc/4752,愛媛県,地方公共団体|市区町村役所,60,14306,13227
大村市役所,5030,https://www2.njss.info/organizations/proc/5030,長崎県,地方公共団体|市区町村役所,60,10093,4495
小野市役所,5939,https://www2.njss.info/organizations/proc/5939,兵庫県,地方公共団体|市区町村役所,60,1024,772
柏市役所,1661,https://www2.njss.info/organizations/proc/1661,千葉県,地方公共団体|市区町村役所,59,102382,97171
長岡市役所,1756,https://www2.njss.info/organizations/proc/1756,新潟県,地方公共団体|市区町村役所,59,29495,24906
豊中市役所,1764,https://www2.njss.info/organizations/proc/1764,大阪府,地方公共団体|市区町村役所,59,13915,12358
最高裁判所 東京高等裁判所 東京地方裁判所,3926,https://www2.njss.info/organizations/proc/3926,東京都,国・省庁|裁判所,59,15247,11726
三原市役所,4682,https://www2.njss.info/organizations/proc/4682,広島県,地方公共団体|市区町村役所,59,11476,9268
宇治市役所,4732,https://www2.njss.info/organizations/proc/4732,京都府,地方公共団体|市区町村役所,59,12114,11088
農林水産省(MAFF) 東北農政局,281,https://www2.njss.info/organizations/proc/281,宮城県,国・省庁|農林水産省|農政局,58,11659,9379
最高裁判所 名古屋高等裁判所 名古屋地方裁判所,3948,https://www2.njss.info/organizations/proc/3948,愛知県,国・省庁|裁判所,58,12399,9228
佐賀市役所,4620,https://www2.njss.info/organizations/proc/4620,佐賀県,地方公共団体|市区町村役所,58,16756,14401
朝霞市役所,4665,https://www2.njss.info/organizations/proc/4665,埼玉県,地方公共団体|市区町村役所,58,4960,4365
弘前市役所,4709,https://www2.njss.info/organizations/proc/4709,青森県,地方公共団体|市区町村役所,58,15460,14245
上田市役所,4719,https://www2.njss.info/organizations/proc/4719,長野県,地方公共団体|市区町村役所,58,37457,12470
防衛省(MOD) 海上自衛隊 佐世保地方総監部,74,https://www2.njss.info/organizations/proc/74,長崎県,国・省庁|防衛省|海上自衛隊,57,41584,18788
国土交通省(MLIT) 気象庁,555,https://www2.njss.info/organizations/proc/555,東京都,国・省庁|国土交通省|気象庁,57,9852,8103
枚方市役所,1765,https://www2.njss.info/organizations/proc/1765,大阪府,地方公共団体|市区町村役所,57,9172,6680
目黒区役所,1803,https://www2.njss.info/organizations/proc/1803,東京都,地方公共団体|市区町村役所,57,13769,12192
出雲市役所,4745,https://www2.njss.info/organizations/proc/4745,島根県,地方公共団体|市区町村役所,57,14648,11729
都城市役所,4759,https://www2.njss.info/organizations/proc/4759,宮崎県,地方公共団体|市区町村役所,57,17530,15426
糸魚川市役所,5684,https://www2.njss.info/organizations/proc/5684,新潟県,地方公共団体|市区町村役所,57,8393,5812
防衛省(MOD) 南関東防衛局,30,https://www2.njss.info/organizations/proc/30,神奈川県,国・省庁|防衛省|その他防衛省,56,5437,4083
防衛省(MOD) 九州防衛局,33,https://www2.njss.info/organizations/proc/33,福岡県,国・省庁|防衛省|その他防衛省,56,8465,6849
法務省(MOJ) 出入国在留管理庁,1564,https://www2.njss.info/organizations/proc/1564,東京都,国・省庁|法務省|その他法務省,56,5914,3769
最高裁判所 大阪高等裁判所 神戸地方裁判所,3943,https://www2.njss.info/organizations/proc/3943,兵庫県,国・省庁|裁判所,56,14243,11599
深谷市役所,4663,https://www2.njss.info/organizations/proc/4663,埼玉県,地方公共団体|市区町村役所,56,9664,8546
安芸郡芸西村役場,7074,https://www2.njss.info/organizations/proc/7074,高知県,地方公共団体|市区町村役所,56,173,2
高松市役所,1741,https://www2.njss.info/organizations/proc/1741,香川県,地方公共団体|市区町村役所,55,43779,40099
春日井市役所,1762,https://www2.njss.info/organizations/proc/1762,愛知県,地方公共団体|市区町村役所,55,26073,24121
札幌市役所 水道局,4181,https://www2.njss.info/organizations/proc/4181,北海道,地方公共団体|市区町村役所,55,22839,21061
津市役所,4570,https://www2.njss.info/organizations/proc/4570,三重県,地方公共団体|市区町村役所,55,14696,13542
周南市役所,4748,https://www2.njss.info/organizations/proc/4748,山口県,地方公共団体|市区町村役所,55,10860,9003
日本政策金融公庫(JFC),439,https://www2.njss.info/organizations/proc/439,東京都,国・省庁|外郭団体等|その他法人,54,16554,14956
盛岡市役所,1716,https://www2.njss.info/organizations/proc/1716,岩手県,地方公共団体|市区町村役所,54,17413,13561
秋田市役所,1717,https://www2.njss.info/organizations/proc/1717,秋田県,地方公共団体|市区町村役所,54,42608,33847
台東区役所,1799,https://www2.njss.info/organizations/proc/1799,東京都,地方公共団体|市区町村役所,54,18378,17369
橿原市役所,4740,https://www2.njss.info/organizations/proc/4740,奈良県,地方公共団体|市区町村役所,54,8293,7566
東茨城郡城里町役場,6018,https://www2.njss.info/organizations/proc/6018,茨城県,地方公共団体|市区町村役所,54,2207,1754
埼玉県警察本部,327,https://www2.njss.info/organizations/proc/327,埼玉県,地方公共団体|県庁関連団体,53,9749,8587
財務省(MOF),411,https://www2.njss.info/organizations/proc/411,東京都,国・省庁|財務省,53,35479,19037
国土交通省(MLIT) 気象庁 東京管区気象台,518,https://www2.njss.info/organizations/proc/518,東京都,国・省庁|国土交通省|気象庁,53,2011,1339
大津市役所,1731,https://www2.njss.info/organizations/proc/1731,滋賀県,地方公共団体|市区町村役所,53,22717,20056
加西市役所,5596,https://www2.njss.info/organizations/proc/5596,兵庫県,地方公共団体|市区町村役所,53,2184,1860
厚木市役所,1664,https://www2.njss.info/organizations/proc/1664,神奈川県,地方公共団体|市区町村役所,52,44514,43038
山形市役所,1779,https://www2.njss.info/organizations/proc/1779,山形県,地方公共団体|市区町村役所,52,6887,6174
墨田区役所,1800,https://www2.njss.info/organizations/proc/1800,東京都,地方公共団体|市区町村役所,52,13660,12467
浦安市役所,4651,https://www2.njss.info/organizations/proc/4651,千葉県,地方公共団体|市区町村役所,52,10140,9060
伊勢市役所,4731,https://www2.njss.info/organizations/proc/4731,三重県,地方公共団体|市区町村役所,52,25309,23205
天草市役所,5032,https://www2.njss.info/organizations/proc/5032,熊本県,地方公共団体|市区町村役所,52,14555,13204
市川市役所,4513,https://www2.njss.info/organizations/proc/4513,千葉県,地方公共団体|市区町村役所,51,16774,12900
七尾市役所,4993,https://www2.njss.info/organizations/proc/4993,石川県,地方公共団体|市区町村役所,51,8171,7483
農業・食品産業技術総合研究機構(NARO),290,https://www2.njss.info/organizations/proc/290,茨城県,国・省庁|外郭団体等|認可法人|独立行政法人,50,32607,21738
伊勢崎市役所,1750,https://www2.njss.info/organizations/proc/1750,群馬県,地方公共団体|市区町村役所,50,14982,12357
四日市市役所,1763,https://www2.njss.info/organizations/proc/1763,三重県,地方公共団体|市区町村役所,50,22749,21357
東京大学,4423,https://www2.njss.info/organizations/proc/4423,東京都,国・省庁|文部科学省|国公立大学,50,12663,7203
山口市役所,4746,https://www2.njss.info/organizations/proc/4746,山口県,地方公共団体|市区町村役所,50,14255,12746
南島原市役所,5031,https://www2.njss.info/organizations/proc/5031,長崎県,地方公共団体|市区町村役所,50,5497,4717
南松浦郡新上五島町役場,6097,https://www2.njss.info/organizations/proc/6097,長崎県,地方公共団体|市区町村役所,50,2895,2291
神石郡神石高原町役場,6529,https://www2.njss.info/organizations/proc/6529,広島県,地方公共団体|市区町村役所,50,1795,1501
農林水産省(MAFF) 近畿農政局,279,https://www2.njss.info/organizations/proc/279,京都府,国・省庁|農林水産省|農政局,49,10090,7176
水産研究・教育機構,288,https://www2.njss.info/organizations/proc/288,神奈川県,国・省庁|外郭団体等|認可法人|独立行政法人,49,10509,9650
藤沢市役所,1667,https://www2.njss.info/organizations/proc/1667,神奈川県,地方公共団体|市区町村役所,49,19008,13887
高知県庁,1698,https://www2.njss.info/organizations/proc/1698,高知県,地方公共団体|都道府県庁,49,217719,182281
